"","prod","title","author","date","ver.purchase","format","stars","comments","helpful"
"106","Samsung Galaxy S8 Unlocked 64GB - US Version (Midnight Black) - US Warranty","the phone is brilliant. Sharp display","Craig Menezes","September 14, 2017",1,"Size: Galaxy S8+",5,"Ordered this device while Harvey was ongoing. There was a slight delay, but that was inevitable due to the inclement weather. Arrived within the time frame and Amazon notified me, as and when there were delays.The device was grouped with the Case and Screen Protector that I had ordered, which was very convenient. Packaging was secure which is expected for this device at such a price range.Overall, the phone is brilliant. Sharp display, clear camera images with AF. It runs all apps like a breeze and is well suited for heavy multitasking. The bezel-less display is a joy to look at and reading on it is very comfortable. It also ships with USB (B to C) and (A to C) adapters, which helps during our transition to USB C type plugs.The battery life is amazing, for a phone with such a sharp and bright display, and also considering the hardware. The 3500mAh battery offers enough juice for an entire day of light usage. Heavy use - like watching movies or playing games like Real Racing, etc. drains it faster, but that is expected from demanding apps.The issue of the fingerprint sensor being too close to the camera is real for the first few days; but after using it as your daily driver, you tend to figure out where it is and it doesn't pose much of a bother, unless you deliberately want to smudge your camera lens.I would highly recommend this device to anyone with a moderately high budget. It looks amazing and performs much better than it looks. I would also recommend to get a protector case (the rear side is a fingerprint magnet and you wouldn't want to crack this amazing display) and a screen protector. To all those having second thoughts, I would say: Go for it!",5
"107","Samsung Galaxy S8 Unlocked 64GB - US Version (Midnight Black) - US Warranty","One of the best available (compared with iphone 6s, LG G6 and Huawei Mate 9)","Danielle V.","September 29, 2017",0,"Size: Galaxy S8",4,"UPDATE 12/22/17: My phone is still going strong and looks pretty much the same as when I first got it. I'm still using the same Speck Candyshell Grip case and same liquid install screen protector. They are in great shape and providing enough protection tor my phone. The glitchy stuff seems to have mostly been fixed after an update. I have the unlocked version. Facebook app has been sucking big time, so I mostly access facebook through a browser and only use the facebook app to post pictures.When picking a phone over the past few months, I tried iphone 6s(hated the locked down feel and it had major battery drain with my music app that could not be fixed, so that was a deal breaker), Huawei Mate 9(Has a good camera, good battery life when battery drain isn't happening, but it isn't optimized for google apps and gets battery drain every couple weeks so I had to reset it all the time, ridiculous), LG G6(Great front camera, loved the wide-angle option, terrible front camera circa 2013 and bad connectivity with my Honda UPlay and Google play music)....And, now the Samsung S8, I have had it for a month now. It takes pretty good pictures. The Mate 9 had more detailed pics, but S8 takes better low-light photos in my experience. I'd say they are about tied for front cameras. The selfie camera is slightly better with the Mate 9 than the S8 because you can adjust more on the Mate 9 and the focus seems to be a little better when people stay in the background of a photo and not side by side. I prefer the Mate 9 photo gallery, too. It's easier to select photos to share. The speakers are a bit quiet and not as nice sounding on the S8 verses the Mate 9. Mate 9 has loud speakers with stereo option when it's side, but the S8 sounds acceptable and is much improved over my old Samsung S3. It's quieter than the LG G6 as well and comparable to the iPhone 6s. I heard the newer iPhones have stereo speakers and get pretty loud, though. But, new model iPhones are too expensive for me and offer less features than android phones at a similar price.So far, the Samsung S8 is still the better phone, it's more reliable, it does not have battery drain and the battery life is consistently allowing 6-7 hrs screen on time if all used in one day or around 5 hrs if used over 2 days. I do have to restart my phone sometimes because of minor glitches here and there. Not often, just a couple times a week, so no biggie. It does have a buggy connection with Google Play Music and Honda Uplay, but it still plays the music, it just causes the menu to flash on and off, but it's ignorable and better than not working like the G6, Mate 9 didn't have this problem, but the battery drain still makes Mate 9 a loser for me. I prefer the smaller feel of the S8. It feels very comfortable to hold as compared to the phablet phones like Mate 9. Samsung S8 has many accessories available to it that Mate 9 did not offer in the US due to lack of popularity. S8 has a car charger option, battery pack charger option, and many cases and screen protector options. I tried a couple cases and found the Speck Candyshell Grip case to be the best, I like that it gives some protection around the edge part of the screen while still leaving you full functionality and it's not bulky. I dropped my phone a couple times in the case from a couple feet up and the phone is unharmed.I used an IQ shield liquid install screen protector and that works well even though it takes longer to install. No issues with it coming loose until now. I don't like the curved phone screen, but the Samsung S8 is one of the best phones available and beats out the competition in my opinion. I got mine for close to $600 with tax, I don't think I would pay more than that. Watch for sales. It's been on sale many times since it's release. I would not recommend buying from Samsung directly. I bought one S8 from Samsung and returned it before going back and buying it again elsewhere. The return through Samsung took a month and I had to contact them a second time before they finally processed the return with some message about getting lost at the facility or something, but they still have a note about receiving it. Amazon is a good place to buy from as long as you buy directly through Amazon and not through a third party. It's nice that they give you a 30 day return period. That's the longest period I have seen anywhere.If you want an Android phone, Samsung is still the best available in the states, in my opinion. There are more nice phones available overseas, but you want to have a US warranty, easily available accessories, etc, that leaves you with Samsung, LG, Google, and iPhone for the most part. One big negative with Samsung is that screen is SUPER expensive to replace. I would not get a Samsung S8 if you are rough on your phones. There is an S8 active available through ATT and it's supposed to release for other carriers and maybe unlocked in the future from what I read. Maybe Amazon will get it, too?",3
"108","Samsung Galaxy S8 Unlocked 64GB - US Version (Midnight Black) - US Warranty","I don't want thing that only work with Samsung, I want things that work with Android.","Matt Magiera","December 6, 2017",1,"Size: Galaxy S8+",1,"I have many Samsung products, and am happy with all of them, but I am not happy that this phone requires not just one, but two proprietary pieces in order to charge it properly, or one just to hook it up to another device. It does not have a Micro USB connection, it has an adapter that you need to use just to hook it up to a Micro USB cord. If you plug the USB end into any normal charger, or even a USB port on a computer, the phone takes FOREVER to charge (25% charge over 8 hours). You need to plug the cord into Samsung's ""adaptive fast charger"" in order for it to charge in a reasonable amount of time. The whole reason I buy Android instead of iPhone is because I don't want to have proprietary software, hardware or peripherals, I want to buy things that work across multiple devices. I have Micro USB cords everywhere, at home, in my car, at work, one stashed in my luggage in case I forget to pack one on vacation... now, they are all useless to charge this phone unless I happen to have not one, but both of the proprietary parts needed to charge the thing. Unless, of course, I pay them just to have extras so that I can conveniently charge my phone anywhere that I am. It really seems like Samsung is trying to separate themselves from all other Android products by having their own charging devices, and they even have their own Apps and a Browser. All of this I can avoid if I choose, except the charger part.I, like others, have most everything set up through Google, but Samsung wants to force you to use their Apps and software, like Bixby, their version of a personal assistant. And there is no way to replace Bixby, you can turn it off, but the home key is forever tied to this app. I don't want thing that only work with Samsung, I want things that work with Android.The phone does not have a way to double tap a notification to open it; you need to unlock the phone, then open your notification. I've researched this online, and others have the same complaint and no way to turn on that functionality.",3
"109","Samsung Galaxy S8 Unlocked 64GB - US Version (Midnight Black) - US Warranty","Good Phone, Atrocious Customer Service","SF","November 29, 2017",0,"Size: Galaxy S8+",1,"If Customer Service is important, STAY AWAY. The phone is great but if it needs service, don't count on Samsung to do what they promise. My phone arrived with a scratch in the Gorilla Glass. I talked to a Samsung rep who said they would for sure repair that and we arranged to have my phone sent in. They ask you to send in the charger and cable too, so I did. After a week, I received a $300 quote for the repair I was told would be no charge. By the end of the call, they agreed to fix the scratched glass. Another week went by and I received my phone completely unrepaired and missing my charger and cable. I called back and the rep I spoke to said the repair was approved but somehow it was never authorized so they just sent my phone back to me. After further discussion, they PROMISED to take care of the screen and asked me to send in my phone. I trusted their promise and sent in my phone. After two weeks, I received my phone back, again unrepaired. Another call to customer service later and they couldn't tell me whether they were simply inept or if they had just lied to me. The experience has left me sour for not only Samsung phones but for all other Samsung products as well. As far as I'm concerned, if it's a Samsung, it's not going into my house.",3
"110","Samsung Galaxy S8 Unlocked 64GB - US Version (Midnight Black) - US Warranty","Excellent","Learsi","August 29, 2017",1,"Size: Galaxy S8+",5,"Love it...it works on my verizon sim card as well as wth my sim card from the Philippines..the camera is so clear..thanks amazon for fast and safe shipping",12
"111","Samsung Galaxy S8 Unlocked 64GB - US Version (Midnight Black) - US Warranty","AMOLED Screen Defects Appear After Warranty Ends","Amazon Customer","October 21, 2017",1,"Size: Galaxy S8",1,"Just after my support ended, my screen seems to have begun having a hardware issue. Horizontal lines have begun appearing, and it looks to be a hardware issue. Pretty disappointed that the Amazon support does not last longer considering I've seen multiple posts online about this being an issue. I haven't had any drops or water issues with the phone, so it looks like the AMOLED screens become defective after a certain time potentially.  Note that if you contact Samsung about this, they will require you to send your phone back, which can be a problem if you do not have another phone to use during that time. Buyer beware!",10
"112","Samsung Galaxy S8 Unlocked 64GB - US Version (Midnight Black) - US Warranty","the best galaxy S line to date","wimbledonn","August 25, 2017",0,"Size: Galaxy S8+",5,"wow! the best galaxy S line to date.  exceptionally well fingerprint sensor and iris scan for security. however, the face scan i have not perfected. everything pretty much upgraded from the 7 line. does everything an android was built to do and more. if comparing with an iphone, i love that i don't need itunes to access my phones files, etc. just plug into any computer and go! google play has tons of useful apps for everyday use and i feel the device is limitless for my personal use.",5
"113","Samsung Galaxy S8 Unlocked 64GB - US Version (Midnight Black) - US Warranty","Phone screen designed to break sooner or later","FG","November 7, 2017",0,"Size: Galaxy S8",1,"This phone is very fragile, I accidentally dropped it 1 ft high and it broke in 3 different places. It is tough to find a good screen protector that protects the phone and not degrade screen sensitivity. The setting to increase touch sensitivity which was available in the S5 is now gone so there is no way around this problem. The thoughtless design of this phone will not allow you to solve this problem. Either add a ballistic glass protector to the screen which solves the fragility of this phone but turns it into a useless phone since you have to press really hard to get the screen to respond, or not add a glass screen protector which leaves this phone subject to breaking sooner or later. It is as if Samsung intentionally designed the phone so that the screen will break (so they can sell more $200 'gorilla' glass screen'?) Other gimmicks are the 'Bixby' app which pops up constantly if you swipe the phone unintentionally in the wrong direction, and the edge screen which accidentally activates some menus while holding it. So you will have to try to hold this slippery phone by avoiding the front edges which increases the chance of dropping and breaking it.",7
"114","Samsung Galaxy S8 Unlocked 64GB - US Version (Midnight Black) - US Warranty","Best phone out this year at any price...","Greg Robinson","October 9, 2017",1,"Size: Galaxy S8",5,"The best phone at any price right now.  I'm looking forward to next year when I may go for the Samsung Note.  I was a ten year iPhone user and finally lost patience with Tim Cook and his mediocre product development.  He's no Steve Jobs, not by a long shot...  This is the best phone and still has a proper headphone jack.  Until bluetooth headphones can make it a few days on one charge and can fit in my pocket as compactly as a small set of wired earbuds, I will continue to use a phone with a regular headphone jack.  With Apple and now Google Pixel phones committing to what is obviously a very controversial move, it seems like there may be a bigger agenda.  Maybe one of you software engineers can figure out what is the huge advantage of taking away a feature of the phone without adding to it.  Seems like maybe there is some larger reason, like maybe the bluetooth  headsets allow the companies to track you differently.  Maybe the headsets communicate with every wifi device in the world and tell them what you are doing.  I just don't get why they go out of their way to remove it, when it obviously still fits.  Samsung did it, but these other companies can't?  Got to be more to it.",3
"115","Samsung Galaxy S8 Unlocked 64GB - US Version (Midnight Black) - US Warranty","Pretty and sleek","Caty","August 1, 2017",1,"Size: Galaxy S8",5,"I love it.  It works like a charm.  I just wish they kept the LED notice lights where I could program the different apps and callers with as with the older versions.  You should download the Google keyboard, I kept hitting the period button instead of the space bar with the key board that it came with.",11
"116","Samsung Galaxy S8 Unlocked 64GB - US Version (Midnight Black) - US Warranty","Five stars!!!","Scott Lee W.","October 13, 2017",1,"Size: Galaxy S8",5,"After 10 years with Apple, bye bye Apple I'm done. After holding this phone you realize Apple had stopped innovating. This is by far the most beautiful, sleek fluid thin light weight designed phone ever to be offered. The infinity screen is stunning to the human eyes, the speed of the processor is just amazing.",5
"117","Samsung Galaxy S8 Unlocked 64GB - US Version (Midnight Black) - US Warranty","Unlocked works with ANY carrier!","The BW","July 25, 2017",0,"Size: Galaxy S8",5,"This is an amazing phone. I bought it outright and had it unlocked immediately on a CDMA plan. Took a trip and my carrier wasn't anywhere in the area. Found a local store that said only one was. He sold me a pay as you go SIM, which allowed me to do texting, but I blocked all the rest, and it worked perfectly. Just as promised by Samsung, it is broadcast band independent!",5
"118","Samsung Galaxy S8 Unlocked 64GB - US Version (Midnight Black) - US Warranty","Excellent Smartphone,better than Iphone","AGMEX","August 5, 2017",0,"Size: Galaxy S8",5,"After being an iPhone user for several years, I decided to go back to Samsung again.I can assure you that this is the best smartphone I have owned.There is no comparison with IPhone.Pictures come out bright and vibrant.Flexibility is great to adjust to one's personal preferencesHaving a microSD is a great optionNo regrets. Get this one",5
"119","Samsung Galaxy S8 Unlocked 64GB - US Version (Midnight Black) - US Warranty","Since the iPhone 4, comes Samsung.","Peter","October 2, 2017",1,"Size: Galaxy S8",4,"Great upgrade from the S5. I switched to using Android from Apple since their phones hasn't refreshed in years. With the last Apple device being the iPhone 4, I gave it a go with Android. Initially hesitant to use Android starting with the HTC Evo, but eventually after testing out Samsung Galaxy line, I decided it's worth a shot. One thing I love about the S8 is the Infinity Display. Love how responsive it is, how thin the phone is, and how less susceptible the phone is to scratches. If you're looking for a tempered glass screen protector with this phone, I'd recommend the Galaxy S8 Screen Protector, Poetic [Full Coverage][HD Clear][Case Friendly][Anti-Fingerprint] Premium Edge-to-Edge Tempered Glass Screen Protector for Samsung Galaxy S8 (Clear). It covers most of the phone's screen except where the ear speakers, cameras, and iris scanner are.",7
"120","Samsung Galaxy S8 Unlocked 64GB - US Version (Midnight Black) - US Warranty","Love the new design","Modern Xena","September 15, 2017",1,"Size: Galaxy S8",5,"Amazon was having a $200 off deal on this when I purchased, which... is really good for a new phone, actually. I moved to this from the S5, and it's a big change. Overall this is very slick, fast, and high-performing. I like it much better than the S5--everything is faster and more responsive. The edgeless screen made me nervous at first, but the case I purchased seems to protect it okay. I've dropped it a couple times already from a distance of about 2-3 feet, face down and in its case, and it's been fine. If it breaks within a year, I'll update my review accordingly.My favorite feature is that its narrower--I like big phones, but I don't have big hands, so they can be exhausting to hold after a while. This one is just the right size to easily hold in one hand, while still having excellent screen real estate. It's not very heavy, which makes it easy to continuously read and interact on it one-handed, too, even with a heavier case.My least favorite feature is Bixby--while it has its uses, it really isn't that great at interacting with apps or hearing commands properly. It won't open non-Google apps on command, which is a huge pain, and half the time seems to mishear me even when I speak directly into the microphone and enunciate very clearly. Right now I solely use it to turn off the always on display at night, which seems like a waste for what could otherwise be a very powerful tool. It's actually kind of bizarre that it's as bad as it is, considering how many voice-controlled devices are on the market right now.",2
"121","Samsung Galaxy S8 Unlocked 64GB - US Version (Midnight Black) - US Warranty","I bought mine through T-Mobile and because I'd previously had great experiences with Samsung Galaxy products","Courtney H","November 30, 2017",0,"Size: Galaxy S8",1,"I feel the need to warn people--do not buy this phone. I have been a lifelong Samsung Galaxy customer and was very excited when I got my Samsung Galaxy S7 Edge about a year and a half ago. This phone is a hunk of junk and Samsung is wrong to continue selling it. Do your research (on help forums not websites selling the product) and you will see that there  are a myriad of common problems such as pixel failure, complete screen failure, SD card corruption--the list goes on. My problems began about three months in to having the phone. So much money was spent on it that I'm stuck with it for the foreseeable future. Samsung continues to deny responsibility for these faulty devices and will not send replacements or issue refunds. I bought mine through T-Mobile and because I'd previously had great experiences with Samsung Galaxy products, did not opt-in to purchase the warranty. I took the phone in to an independent electronics service center several months ago and had them replace the screen on the device for $390. This took care of the notorious ""pink line"" these phones get across the screen inditing an impending complete screen failure for about six weeks. The line returned in all it's obnoxious and infuriating glory. Again, I could go on endlessly with other complaints--but trust me you and anyone who glances at your phone won't be able to ignore the screen problem.I will not be buying a Samsung product again.",3
"122","Samsung Galaxy S8 Unlocked 64GB - US Version (Midnight Black) - US Warranty","Love the phone","Curtis","July 7, 2017",1,"Size: Galaxy S8",5,"Love the phone! Currently in Europe and works flawlessly with Orange. When I get back to the states I'll have an updated review for my provider there. Came in box with charger, headphones SIM card pusher out thingy, and adaptors for micro usb connections.",29
"123","Samsung Galaxy S8 Unlocked 64GB - US Version (Midnight Black) - US Warranty","Great product. Great phone. Great company.","Caleb","November 25, 2017",1,"Size: Galaxy S8",5,"I have had my Galaxy S8 for a little bit now and it has been great so far! I love how fast it is. I love the little things about it. The screen is absolutely phenomenal with the curve and screen to body ratio. The fingerprint scanner is great and I know majority don't like the position but for me it works amazing. It fits well in the hand and the cases feel just as nice. Luckily I have not dropped it yet so I hope if I ever do that it withstands the drop that would most likely be out of my pocket or about chest height. Switching from a Galaxy S5 to this S8 was a big change for me and I am glad I made it. Anyone who is thinking about getting this phone, I would say do it. It has everything you could want and more. I was torn between this and the Pixel 2 and they both have almost the same internal hardware but this has a 3.5mm headphone jack. You can't beat that because most companies are now doing away with it. I love not being able to plug in a dongle if I want to quickly listen to music or watch a short video. Honestly, I know I am bias towards Samsung products but everything I have had and also my friends/family have are amazing. They made great phones and appliances. Everything they make is top of the line and that's just the truth.",3
"124","Samsung Galaxy S8 Unlocked 64GB - US Version (Midnight Black) - US Warranty","Wow, it's great","Icarus","November 27, 2017",1,"Size: Galaxy S8",5,"This is quite a phone.It's extremely fast compared to our older Samsung S4.It's unlocked, so even when the kind folks at Verizon looked at me as if I was ignorant and gullible as they wondered out loud if the phone would work on the Verizon network, I knew it would (having read the reviews at Amazon) and I just told them to produce the free small sims card.  (Sorry about the lost commission guys, not.)If one already has a Samsung, it works in a similar fashion and a couple of days messing around with it is enough to gain a reasonably good working knowledge of the phone.  The Samsung site is quite informative and I've referred to it several times already.One strange thing is what feels like dueling systems on the phone.  You have the Google Android apps and simillar Samsung apps.  Many do the same things so choosing one or the other is really personal preference.I can't get over how fast this phone surfs the internet (I use Firefox) and how nicely photos are auto-arranged by date.",2
"125","Samsung Galaxy S8 Unlocked 64GB - US Version (Midnight Black) - US Warranty","AMAZING and so worth it!!!","Codyk","August 31, 2017",0,"Size: Galaxy S8+",5,"BUY A CASE!!! If you read the bad reviews they all hate the phone because they said it is slippery and fragile!! My only advise is to buy a $20 case and the protection plan! Totally worth it! I bought mine a month ago and it is the best piece of technology I have ever owned. I am a HUGE Samsung fan and this is by far my favorite and has not disappointed me yet. This phone is amazing. It definitely beats out its Apple competitors and if you do not believe me then do your research because this phone is unprecedented. I LOVE it and it is worth every last penny! It will last for years to come and it is built to resist shatters and drops and it is even water resistant for up to 30 minutes under 5 feet of water!!! It is smooth to the touch and is extremely fast!! The memory usage is fantastic and the features it comes with are great. I recommend this to anyone buying a new phone...it is everything seen in the commercials and more. It has Bixby on it and she can do ANYTHING... I often use her feature to remind me where I parked or turn the lights off!!! Amazing technology and great phone!!!",2
"126","Samsung Galaxy S8 Unlocked 64GB - US Version (Midnight Black) - US Warranty","Avoid and wait it out until Pixel 3 comes out","Tech Savvy","November 4, 2017",1,"Size: Galaxy S8",2,"If you consider purchasing Galaxy S7, S8, or Note 8 then you should read this review first. You may have heard from YouTubers that this is the best android device or the best they have ever used or best display on the market. Some of it is true, but there is more things that the YouTube reviewers don't discuss on their channel. Samsung is really slow when it comes down to pushing newer security updates and even slower pushing newer version of Android. The most important is constantly getting security updates, there are two major bugs that recently shake the smartphone industry, ""KRACK (Wi-Fi Bug)"" & ""BLUEBORNE (Bluetooth Bug)"" every single devices were affected including Apple devices. That said, Google (Nexus and Pixel) and Apple already patched their respective devices, but Samsung is still behind and that leaves vulnerable to hack. May be, you own a business and getting a device to run your business and would carry all the important documents, bank information, or any business related information, your information is at risk.Samsung has come a long way from their Galaxy S4 and Note 3 days, their software is much better now, but it is no where near close to Google's Pure Android that is currently being used on Nexus and Pixel. Samsung Experience/Touchwiz is bloated with unnecessary features and apps that runs in the background and eats up the battery. I have seen much better software experience on Google Pixel, and some other devices from Motorola and Sony. Some people love the Samsung's extra features and use them often, but others don't prefer and want something that is constantly being updated with security measures. There are other issues too related to Samsung Experience (former Touchwiz); I have found various bugs that are not annoying at all, and doesn't hinder day to day use, but they are there. Samsung needs to streamline the experience, and curate it towards what consumers really want and prefer. I do not recommend this device.If you have the device that is working perfectly fine, I suggest you wait it out until next Galaxy or Pixel 3 or get Sony Xperia XZ1. And if your device is broken and need something immediate and wants to spend money, it is entirely up to you.",5
"127","Samsung Galaxy S8 Unlocked 64GB - US Version (Midnight Black) - US Warranty","One of the best phones out there.","Chris B.","November 14, 2017",1,"Size: Galaxy S8",5,"This phone is dope, it looks cool and it feels cool. Some people dont like where the finger print scanner is located but I dont really mind, I got used to it in a day but thats just me. This is one of the best phones I've had, its really fast and you can customize everything!One thing I would like to point out, wich I havent seen any other reviewer talk about, is that when I put my SIM card inside the S8 it dint activate my LTE service, so this is what I did, grab another phone that has a SIM card from your same carrier and copy that phones VPN setting to your S8, it worked for me.Id recomend buying a case if you are prone to droping phones like am, but I have a friend that has had her S8+ for 5 months without a case and has not droped it once, but i wouldnt take that chance.Edit: I added some pictures of what I did with the VPN, you just have to manually copy the information from another cell phone to your S8, hope this helps.Ps.My friend dropped her phone a few days ago lol, buy a case.",2
"128","Samsung Galaxy S8 Unlocked 64GB - US Version (Midnight Black) - US Warranty","Great phone and battery life but its simply too fragile and too expensive to repair!!","Kindle Customer","September 6, 2017",0,"Size: Galaxy S8+",2,"Screen is EXTREMELY fragile.  Featuewise and style, this phone has everything.  But the screen cracks from simple drops.  In my case it went from my lap, bounced off my foot and flat on the floor.  Picked up and had multiple fractures throughout the screen.  The local repair shop wanted $400 just to repair it!  Sorry Samsung. Build a beautiful full featured phone that can take at least a little drop!  I would not recommend this unless you are willing to shell out extra for a good extended warranty.  From what I've learned, its not ""IF"" the screen will crack its a matter of ""WHEN"".",3
"129","Samsung Galaxy S8 Unlocked 64GB - US Version (Midnight Black) - US Warranty","Mix of good and bad.  You will need to buy an accidental damage warranty, because this phone is super fragile.","David B","September 6, 2017",0,"Size: Galaxy S8",3,"For context, in the past three years, I have used a Samsung Galaxy S5 and an LG G5 for my personal line, and an iphone 5s for my work line.  I have been using the S8 for a little while now and it's a mix of upgrades and downgrades from my previous phones.  Before I go into my review, I would like to point out that this review is for the second S8 phone that I got.  The first one (which I ordered from samsung.com) arrived defective, where a dime-sized portion of the touch screen was completely unresponsive out of the box.  While I'm sure every phone manufacturer will ship some defective devices, this has definitely lowered my confidence in Samsung's quality control.  Also, the Samsung customer support is the worst I've ever dealt with, and I spent 9 phone calls and over 13 hours trying to get the issue resolved.  If you do buy the device, buy from a third party (amazon, best buy, verizon, - just not samsung's online store) Here is my review of my second (non-defective) s8 device:1. The screen - First the good: It gets relatively bright outdoors, and is a high quality screen.  Now the bad:  The curve of the screen is the worst feature of the phone.  Sure, it makes the phone look fancy, but it actually makes the phone functionally worse.  When watching full screen videos, you will always have a  distracting glare on the curved edges of the screen.  This effectively means that every movie you watch in landscape mode will have the top and bottom of the movie distorted and annoying to watch.  Second, I have occasionally accidentally activated the back button with my hand when reaching over to the far edge of the screen, and this is definitely because the curve of the screen allows this.  The curve also makes it more difficult to get a glass screen protector that will make full contact with the screen.  And when you do find one, you'll still end up with a non-contact spot if you dont install it precisely in the right spot.  (I wasted a screen protector trying to find the right position.)2 - Performance - The performance of the phone is pretty great.  I haven't had any hiccups and everything seems to be running smoothly.3 - Battery Life - So far the battery is better than any of the phones I have previously had.  It gets me through the day with roughly 45% left at the end of the day.  That's from 7:30am to around 11pm.  I'd estimate I probably use around 4 to 5 hours of screen-on time during a full day.  I really dont like that the battery is not user-replaceable, but that's the world we live in now.  Based on how batteries degrade over time,  I suspect that a year from now, the battery life will not be as good as it is now, and I will have no way to replace it on my own.4 - Cameras - The front and back cameras work well.  I do miss the dual back camera that my LG G5 had, because once in a while a wide angle shot would have been useful.  If you have never used a dual back camera before, you obviously wont miss it.  But if you have, you might be in the same boat wishing that samsung had included it.5 - Fingerprint scanner - The offset location of the fingerprint scanner is odd.  If you use the phone without a case on it, this will probably annoy you as locating it by feel is not super easy.  I always have a case on it though, and this solves the problem.  With the case on it, my finger is immediately  able to find the edge of the cutout in the case, landing it directly on the scanner.  As long as your finger lands on it, the fingerprint scanner is actually quite responsive.6. Bixby - I have only used the voice assistant bixby a few times, so these are only my initial impressions.  I have used Bixby pretty successfully using voice commands to have it read and send text messages without me having to look at or touch the phone.  This is better than my experience with google now.  The bixby button is annoyingly easy to accidentally press though.  It hasn't been a consistent issue for me yet, but if my fingers dont learn to avoid it, I may start looking to see if there are any workarounds to remap or disable the button.7 - Build and design quality - This is where all of the professional review sites have gotten it wrong.  Most of the review sites praise this phone for ""feeling premium"" and having a great design. I'm sorry to say but they clearly have no understanding of what premium build quality is.  If they mean it feels like solid glass, yeah it does, because it is.  Both the front and back are glass.  Sure my fingers feel the glass too, but solid and smooth doesn't mean premium.  What my brain knows when it's holding glass is that it's holding something fragile.  I'm an engineer, and this is how I would design a phone if I wanted it to shatter in a drop.  The curved screen makes it worse, as it's significantly more likely that an impact will occur against the glass.  Also, because of the curve, there are no phone cases that will wrap around the sides of the phone.  This means even with a case there is a good chance you will damage your phone if you drop it.  If you buy this phone, you should probably also get a accidental damage warranty, and expect to pay something like a $100 deductible on top of that if/when you drop the phone.  I hope this design fad goes away, because I would much prefer a phone with a flat screen and an aluminum or plastic back.8 - Water Resistance - The phone is supposed to be water resistant, but honestly I didn't have the guts to check, so I'll have to take their word for it.Overall - This is a mix of good and bad features.  The problem is, there aren't that many device options for a Verizon user who prefers android.  I would have gone with the LG G6, but after the build quality and GPS issues that I (and many other people, apparently) experienced with the G5, I dont really want to buy another LG phone.  The Moto Z2 series looks good, and I'd love to have a phone I don't have to be concerned about dropping, but the phone is bigger than I'd like.  The S8 is a nice size.  Given the other options out there, I don't regret my s8 purchase, but I don't love the phone, and I'm not confident that I wouldn't have been happier with the Moto Z2 or G6.",2
"130","Samsung Galaxy S8 Unlocked 64GB - US Version (Midnight Black) - US Warranty","Verizon phone!","Rick","January 8, 2018",1,"Size: Galaxy S8",2,"The phone I received from this Amazon seller is an unlocked Verizon phone.  It may or may not have been ""unlocked by Samsung"", but that claim is certainly misleading as it leads you to believe that you are receiving a generic universal phone.  Verizon is CDMA, the other more common carriers are GSM and they are not compatible, though some phones offer some of the frequencies of both types.  When I put my AT&T sim card in it, it seemed to work, but the display came up with a Verizon welcome page and there was an annoying ""not a Verizon sim card"" error message in the notification tray.  You could force the error to go away, but it always came back when you powered up the phone.  I did not trust that I would get true GSM performance out of a Verizon phone and might experience slow or degraded performance due to a shortage of available frequencies so I returned the phone and ordered a true unlocked generic phone directly from Samsung.  It cost more but the peace of mind is worth it.  For over $700 including tax you shouldn't have to put up with nuisance messages in your new phone, potentially degraded performance or deceptive advertising.1/11/2018 -  Received my new phone that I ordered from directly from Samsung today.  It is a true generic phone without any carrier software installed and very streamlined.  Now that I have seen what a new phone should look like I can also add to my original review that the phone I received from ""Electronic Deals"" via Amazon was NOT a new phone, or had at least been previously opened because it was missing a few of the accessories were included with the phone I received today and it also had fingerprints all over it. I recommend paying the extra $75 and getting a truly new phone that is universal directly from the Samsung store.",2
