"","prod","title","author","date","ver.purchase","format","stars","comments","helpful"
"42","Samsung Galaxy S8 Unlocked 64GB - US Version (Midnight Black) - US Warranty","Beautiful phone however the glass is junk","Coedy","August 7, 2017",0,"Size: Galaxy S8+",1,"This phone is great except for the fact that the screen scratches incredibly easily.  Just going in and out of my pocket the phone shows a multitude of scratch marks running up both edges of the face and randomly across the front.  All I can say is that gorilla glass 5 is definitely not where it's at.  If the screen didn't scratch so easily I would definitely recommend this phone but because of it I would definitely wait for something else.",93
"43","Samsung Galaxy S8 Unlocked 64GB - US Version (Midnight Black) - US Warranty","Five Stars","Marlene Rodriguez","December 24, 2017",1,"Size: Galaxy S8",5,"Great price and works great",NA
"44","Samsung Galaxy S8 Unlocked 64GB - US Version (Midnight Black) - US Warranty","Great phone","Sabin Timsina","December 2, 2017",1,"Size: Galaxy S8",5,"This phone is really good as described. it fits on my hand and edge display is awesome",NA
"45","Samsung Galaxy S8 Unlocked 64GB - US Version (Midnight Black) - US Warranty","Not good for Verizon Customers","Amazon Customer","December 7, 2017",1,"Size: Galaxy S8",2,"This Phone is Unlocked for use on the Verizon Network, However Verizon has many of the Verizon based apps blocked.  This includes Verizon Voicemail, and Video calling.",NA
"46","Samsung Galaxy S8 Unlocked 64GB - US Version (Midnight Black) - US Warranty","Recommended","LeCario Benashley","December 14, 2017",1,"Size: Galaxy S8",5,"I was looking for a new phone and stumbled upon these S8s.I bought one and so far I am not regretting it.",NA
"47","Samsung Galaxy S8 Unlocked 64GB - US Version (Midnight Black) - US Warranty","really good.","Austin M Greaves","December 27, 2017",1,"Size: Galaxy S8",5,"This phone is really saying something. I think it has taken me close to being able to junk all my other devices.  It is really, really good.",NA
"48","Samsung Galaxy S8 Unlocked 64GB - US Version (Midnight Black) - US Warranty","Five Stars","fmmene","December 23, 2017",1,"Size: Galaxy S8",5,"Perfect purchase. No disappointments.. 5 stars.",NA
"49","Samsung Galaxy S8 Unlocked 64GB - US Version (Midnight Black) - US Warranty","The phone is absolutely beautiful out of the box but once it inevitably breaks","JLem","September 28, 2017",0,"Size: Galaxy S8+",1,"Don't get me wrong, the functionality of this phone is incredible. However, the phone might as well come with a broken screen. This is the first phone that I have ever broken. And within 3 months of owning it, I have broken the screen twice. Both times were low impact falls from heights of about 2 feet while sitting. Furthermore, it breaks through a case, which is even more baffling.The phone is absolutely beautiful out of the box but once it inevitably breaks, you're left with an item that you just paid $400 - $800 feeling like you're trying to wait out a contract until your next upgrade is available. It would be nice to just fix the screen that Samsung should honestly feel ashamed about but that costs $150 - $200 unless you do it yourself. And then you are right back at square one with a new fragile screen not suitable for a device that is considered ""mobile.""I plan on coughing up the deductible to file an insurance claim on the phone. Mostly because the second break occurred in a way that a shard of glass is now impressing the screen preventing me from escaping a black screen while on a phone call. It otherwise works but I cannot look at texts/internet or even hang-up while taking a call.I would strongly advise against buying this phone. Even though I enjoyed my 3 months of use, I wish I had not bought it. Its pretty disappointing that Samsung is not remedying the fagility of this phone in mass. It's comical that a purchaser needs to constantly worry about a $200 bill while using this phone in a fairly standard way. The iPhone X is also a frightening phone since it looks like the same design. I would be exceedingly hesitant to buy anything that even remotely resembles this design in the future.",34
"50","Samsung Galaxy S8 Unlocked 64GB - US Version (Midnight Black) - US Warranty","Best Samsung Phone.","Jcm20_96","January 10, 2018",1,"Size: Galaxy S8",5,"Can't wait for the s9 to come out.",NA
"51","Samsung Galaxy S8 Unlocked 64GB - US Version (Midnight Black) - US Warranty","Love this phone","Mike Jones","January 12, 2018",1,"Size: Galaxy S8",5,"Love this phone, completely unlocked. I can make a WiFi hotspot with it which is great. I use a straight talk sim card.",NA
"52","Samsung Galaxy S8 Unlocked 64GB - US Version (Midnight Black) - US Warranty","Urgent and carful","muritala","January 12, 2018",1,"Size: Galaxy S8+",1,"Urgent Urgent urgent! DO NOT ORDER PHONE FROM ELECTRONIC DEALS. They are not real and their phones are locked not directly from Samsung factory. Careful people.",NA
"53","Samsung Galaxy S8 Unlocked 64GB - US Version (Midnight Black) - US Warranty","Four Stars","Israel Gelpi","December 13, 2017",1,"Size: Galaxy S8",4,"Excellent phone, keypad too sensitive.",NA
"54","Samsung Galaxy S8 Unlocked 64GB - US Version (Midnight Black) - US Warranty","Amazon always make me happy.","Amazon Happy","December 17, 2017",1,"Size: Galaxy S8+",5,"Amazon came through again. No complaints EVER!",NA
"55","Samsung Galaxy S8 Unlocked 64GB - US Version (Midnight Black) - US Warranty","Nice phone.","interested consumer","December 20, 2017",1,"Size: Galaxy S8+",5,"Everything was as expected. Nice phone.",NA
"56","Samsung Galaxy S8 Unlocked 64GB - US Version (Midnight Black) - US Warranty","Recommend","Amazon Customer","December 13, 2017",1,"Size: Galaxy S8",5,"Everything works well. Recommend seller",NA
"57","Samsung Galaxy S8 Unlocked 64GB - US Version (Midnight Black) - US Warranty","Five Stars","joan halstead","December 29, 2017",1,"Size: Galaxy S8",5,"bought this for my son - he loves it - and the pictures he's taking are perfect",NA
"58","Samsung Galaxy S8 Unlocked 64GB - US Version (Midnight Black) - US Warranty","Very nice purchase.","Alberto","December 31, 2017",1,"Size: Galaxy S8",5,"As advertised, very good transaction.",NA
"59","Samsung Galaxy S8 Unlocked 64GB - US Version (Midnight Black) - US Warranty","Five Stars","Mike B.","December 6, 2017",1,"Size: Galaxy S8",5,"Item arrived as described, Fast shipping",NA
